sujeto_qid,entidad,relacion,valor,valor_es,valor_qid
Q450459,Leon Schidlowsky,ocupación,profesor universitario,profesor universitario,Q1622272
Q528501,Liliana Porter,ocupación,videoartista,videoartista,Q18216771
Q491787,Claudio Bravo,ocupación,artista visual,artista visual,Q3391743
Q5588,Frida Kahlo,ocupación,artista visual,artista visual,Q3391743
Q44407,Ronald Golias,ocupación,actor de televisión,actor de televisión,Q10798782
Q44407,Ronald Golias,ocupación,actor de cine,actor de cine,Q10800557
Q450236,Roberto Matta,ocupación,arquitecto,arquitecto,Q42973
Q45132,Rudy Youngblood,ocupación,pintor,pintor,Q1028181
Q399294,Agustín Landa Verdugo,ocupación,arquitecto,arquitecto,Q42973
Q491787,Claudio Bravo,ocupación,dibujante,dibujante,Q15296811
Q504702,Vicar,ocupación,pintor,pintor,Q1028181
Q504702,Vicar,ocupación,historietista,historietista,Q715301
Q58399,Octavio Ocampo,ocupación,pintor,pintor,Q1028181
Q58399,Octavio Ocampo,ocupación,escultor,escultor,Q1281618
Q45132,Rudy Youngblood,ocupación,actor de televisión,actor de televisión,Q10798782
Q45132,Rudy Youngblood,ocupación,actor de cine,actor de cine,Q10800557
Q31242,Bruno Lechowski,ocupación,pintor,pintor,Q1028181
Q31242,Bruno Lechowski,ocupación,violinista,violinista,Q1259917
Q463639,Ana Mendieta,ocupación,artista,artista,Q483501
Q463639,Ana Mendieta,ocupación,pintor,pintor,Q1028181
Q24705,Rafael Albuquerque,ocupación,pintor,pintor,Q1028181
Q463639,Ana Mendieta,ocupación,escultor,escultor,Q1281618
Q24705,Rafael Albuquerque,ocupación,colorista,colorista,Q1111648
Q48817,Ignacio Merino,ocupación,pintor,pintor,Q1028181
Q504702,Vicar,ocupación,dibujante,dibujante,Q15296811
Q463639,Ana Mendieta,ocupación,deportista,deportista,Q2066131
Q24705,Rafael Albuquerque,ocupación,historietista,historietista,Q715301
Q24705,Rafael Albuquerque,ocupación,entintador,entintador,Q1153051
Q463639,Ana Mendieta,ocupación,director de cine,director de cine,Q2526255
Q465342,Wifredo Lam,ocupación,ilustrador,ilustrador,Q644687
Q465342,Wifredo Lam,ocupación,pintor,pintor,Q1028181
Q463639,Ana Mendieta,ocupación,artista visual,artista visual,Q3391743
Q465342,Wifredo Lam,ocupación,escultor,escultor,Q1281618
Q467940,Charly García,ocupación,cantante,cantante,Q177220
Q465342,Wifredo Lam,ocupación,muralista,muralista,Q3374326
Q467940,Charly García,ocupación,cantautor,cantautor,Q488205
Q467940,Charly García,ocupación,pintor,pintor,Q1028181
Q467940,Charly García,ocupación,pianista,pianista,Q486748
Q461937,María Izquierdo,ocupación,pintor,pintor,Q1028181
Q465342,Wifredo Lam,ocupación,ceramista,ceramista,Q7541856
Q12089,Jorge Délano Frederick,ocupación,pintor,pintor,Q1028181
Q528501,Liliana Porter,ocupación,fotógrafo,fotógrafo,Q33231
Q12089,Jorge Délano Frederick,ocupación,periodista,periodista,Q1930187
Q12089,Jorge Délano Frederick,ocupación,director de cine,director de cine,Q2526255
Q463639,Ana Mendieta,ocupación,artista de performance,artista de performance,Q10774753
Q12089,Jorge Délano Frederick,ocupación,caricaturista,caricaturista,Q3658608
Q24705,Rafael Albuquerque,ocupación,guionista de historieta,guionista de historieta,Q11892507
Q465342,Wifredo Lam,ocupación,grabador,grabador,Q11569986
Q436741,Beatriz Milhazes,ocupación,pintor,pintor,Q1028181
Q4742,Manuel da Costa Ataíde,ocupación,militar,militar,Q47064
Q463639,Ana Mendieta,ocupación,videoartista,videoartista,Q18216771
Q464011,ليونور فينى,ocupación,escritor,escritor,Q36180
Q436741,Beatriz Milhazes,ocupación,grabador,grabador,Q11569986
Q450459,Leon Schidlowsky,ocupación,compositor,compositor,Q36834
Q28819,Edward Telleria,ocupación,pintor,pintor,Q1028181
Q24965,Benjamín Franklin Rawson,ocupación,pintor,pintor,Q1028181
Q436741,Beatriz Milhazes,ocupación,artista de instalaciones,artista de instalaciones,Q18074503
Q465342,Wifredo Lam,ocupación,dibujante arquitectónico,dibujante arquitectónico,Q14623005
Q450236,Roberto Matta,ocupación,pintor,pintor,Q1028181
Q450236,Roberto Matta,ocupación,escultor,escultor,Q1281618
Q436741,Beatriz Milhazes,ocupación,collagista,collagista,Q22343478
Q450236,Roberto Matta,ocupación,artista gráfico,artista gráfico,Q1925963
Q450236,Roberto Matta,ocupación,artista visual,artista visual,Q3391743
Q450236,Roberto Matta,ocupación,diseñador,diseñador,Q5322166
Q28819,Edward Telleria,ocupación,ilustrador botánico,ilustrador botánico,Q3148760
Q399285,Agustín Hernández Navarro,ocupación,profesor universitario,profesor universitario,Q1622272
Q45132,Rudy Youngblood,ocupación,actor,actor,Q33999
Q450236,Roberto Matta,ocupación,grabador,grabador,Q11569986
Q399294,Agustín Landa Verdugo,ocupación,pintor,pintor,Q1028181
Q399294,Agustín Landa Verdugo,ocupación,profesor universitario,profesor universitario,Q1622272
Q450236,Roberto Matta,ocupación,litógrafo,litógrafo,Q16947657
Q463639,Ana Mendieta,ocupación,artista land,artista land,Q33123562
Q463639,Ana Mendieta,ocupación,fotógrafo,fotógrafo,Q33231
Q467940,Charly García,ocupación,actor,actor,Q33999
Q467940,Charly García,ocupación,compositor,compositor,Q36834
Q12089,Jorge Délano Frederick,ocupación,guionista,guionista,Q28389
Q528501,Liliana Porter,ocupación,ilustrador,ilustrador,Q644687
Q528501,Liliana Porter,ocupación,pintor,pintor,Q1028181
Q528501,Liliana Porter,ocupación,profesor universitario,profesor universitario,Q1622272
Q528501,Liliana Porter,ocupación,productor de televisión,productor de televisión,Q578109
Q4742,Manuel da Costa Ataíde,ocupación,pintor,pintor,Q1028181
Q4742,Manuel da Costa Ataíde,ocupación,escultor,escultor,Q1281618
Q44407,Ronald Golias,ocupación,cantante,cantante,Q177220
Q44407,Ronald Golias,ocupación,comediante,comediante,Q245068
Q445703,Consuelo de Saint-Exupéry,ocupación,escritor,escritor,Q36180
Q466535,Lautaro Murúa,ocupación,actor de cine,actor de cine,Q10800557
Q449779,José Luis Rodríguez Pittí,ocupación,escritor,escritor,Q36180
Q449779,José Luis Rodríguez Pittí,ocupación,guionista,guionista,Q28389
Q449779,José Luis Rodríguez Pittí,ocupación,poeta,poeta,Q49757
Q449779,José Luis Rodríguez Pittí,ocupación,fotógrafo,fotógrafo,Q33231
Q428057,Conny Méndez,ocupación,cantante,cantante,Q177220
Q428057,Conny Méndez,ocupación,pintor,pintor,Q1028181
Q465919,Anita Malfatti,ocupación,artista,artista,Q483501
Q64277,Arthur Bispo do Rosário,ocupación,pintor,pintor,Q1028181
Q465919,Anita Malfatti,ocupación,pintor,pintor,Q1028181
Q64277,Arthur Bispo do Rosário,ocupación,bordador,bordador,Q1509440
Q438248,Marisol Escobar,ocupación,dibujante,dibujante,Q15296811
Q474810,Prilidiano Pueyrredón,ocupación,ingeniero,ingeniero,Q81096
Q474810,Prilidiano Pueyrredón,ocupación,pintor,pintor,Q1028181
Q428057,Conny Méndez,ocupación,actor de teatro,actor de teatro,Q2259451
Q64277,Arthur Bispo do Rosário,ocupación,artista visual,artista visual,Q3391743
Q444058,Arotxa,ocupación,pintor,pintor,Q1028181
Q428057,Conny Méndez,ocupación,conferenciante,conferenciante,Q9379869
Q452120,Amado de la Cueva,ocupación,pintor,pintor,Q1028181
Q444058,Arotxa,ocupación,caricaturista,caricaturista,Q3658608
Q456427,Carlos María Herrera,ocupación,diseñador de estampillas,diseñador de estampillas,Q2000124
Q64277,Arthur Bispo do Rosário,ocupación,artista textil,artista textil,Q10694573
Q468942,Pedro Juan Gutiérrez,ocupación,pintor,pintor,Q1028181
Q468942,Pedro Juan Gutiérrez,ocupación,periodista,periodista,Q1930187
Q466627,Tarsila do Amaral,ocupación,artista,artista,Q483501
Q466627,Tarsila do Amaral,ocupación,pintor,pintor,Q1028181
Q466627,Tarsila do Amaral,ocupación,escultor,escultor,Q1281618
Q443889,Salvador Salazar Arrué,ocupación,escritor,escritor,Q36180
Q443889,Salvador Salazar Arrué,ocupación,poeta,poeta,Q49757
Q475981,Luis Camnitzer,ocupación,pintor,pintor,Q1028181
Q475981,Luis Camnitzer,ocupación,profesor universitario,profesor universitario,Q1622272
Q475981,Luis Camnitzer,ocupación,crítico de arte,crítico de arte,Q4164507
Q64277,Arthur Bispo do Rosário,ocupación,artista tapicero,artista tapicero,Q21117684
Q466535,Lautaro Murúa,ocupación,actor,actor,Q33999
Q466535,Lautaro Murúa,ocupación,guionista,guionista,Q28389
Q472866,Luis César Amadori,ocupación,autor,autor,Q482980
Q466627,Tarsila do Amaral,ocupación,dibujante,dibujante,Q15296811
Q64487,Mathias Goeritz,ocupación,pintor,pintor,Q1028181
Q475981,Luis Camnitzer,ocupación,grabador,grabador,Q11569986
Q64487,Mathias Goeritz,ocupación,escultor,escultor,Q1281618
Q472866,Luis César Amadori,ocupación,pintor,pintor,Q1028181
Q452155,Amador Lugo Guadarrama,ocupación,pintor,pintor,Q1028181
Q452155,Amador Lugo Guadarrama,ocupación,escultor,escultor,Q1281618
Q472866,Luis César Amadori,ocupación,director de cine,director de cine,Q2526255
Q472866,Luis César Amadori,ocupación,realizador,realizador,Q3455803
Q475981,Luis Camnitzer,ocupación,teórico del arte,teórico del arte,Q17391638
Q445703,Consuelo de Saint-Exupéry,ocupación,pintor,pintor,Q1028181
Q445703,Consuelo de Saint-Exupéry,ocupación,escultor,escultor,Q1281618
Q445703,Consuelo de Saint-Exupéry,ocupación,periodista,periodista,Q1930187
Q476899,Horacio Espondaburu,ocupación,pintor,pintor,Q1028181
Q449779,José Luis Rodríguez Pittí,ocupación,ingeniero,ingeniero,Q81096
Q449779,José Luis Rodríguez Pittí,ocupación,pintor,pintor,Q1028181
Q428057,Conny Méndez,ocupación,escritor,escritor,Q36180
Q475981,Luis Camnitzer,ocupación,artista conceptual,artista conceptual,Q21550489
Q428057,Conny Méndez,ocupación,compositor,compositor,Q36834
Q449779,José Luis Rodríguez Pittí,ocupación,productor de televisión,productor de televisión,Q578109
Q474810,Prilidiano Pueyrredón,ocupación,arquitecto,arquitecto,Q42973
Q88777,Adolfo Winternitz,ocupación,pintor,pintor,Q1028181
Q88777,Adolfo Winternitz,ocupación,escultor,escultor,Q1281618
Q475650,José Luis Cuevas,ocupación,ilustrador,ilustrador,Q644687
Q475650,José Luis Cuevas,ocupación,pintor,pintor,Q1028181
Q452079,Lola Mora,ocupación,pintor,pintor,Q1028181
Q475650,José Luis Cuevas,ocupación,escultor,escultor,Q1281618
Q452079,Lola Mora,ocupación,escultor,escultor,Q1281618
Q476741,Manuel María Paz,ocupación,pintor,pintor,Q1028181
Q459935,José Belloni,ocupación,pintor,pintor,Q1028181
Q459935,José Belloni,ocupación,escultor,escultor,Q1281618
Q476741,Manuel María Paz,ocupación,geógrafo,geógrafo,Q901402
Q459935,José Belloni,ocupación,medallista,medallista,Q1708232
Q429299,Bárbaro Rivas,ocupación,pintor,pintor,Q1028181
Q485158,Pedro Subercaseaux,ocupación,ilustrador,ilustrador,Q644687
Q468942,Pedro Juan Gutiérrez,ocupación,escritor,escritor,Q36180
Q468942,Pedro Juan Gutiérrez,ocupación,poeta,poeta,Q49757
Q475650,José Luis Cuevas,ocupación,grabador,grabador,Q11569986
Q475650,José Luis Cuevas,ocupación,actor de televisión,actor de televisión,Q10798782
Q432826,Saturnino Herrán,ocupación,pintor,pintor,Q1028181
Q438248,Marisol Escobar,ocupación,assemblage artist,assemblage artist,Q69319917
Q399305,Agustín Lazo Adalid,ocupación,autor,autor,Q482980
Q432826,Saturnino Herrán,ocupación,profesor universitario,profesor universitario,Q1622272
Q399305,Agustín Lazo Adalid,ocupación,dramaturgo,dramaturgo,Q487596
Q399305,Agustín Lazo Adalid,ocupación,pintor,pintor,Q1028181
Q476741,Manuel María Paz,ocupación,dibujante,dibujante,Q15296811
Q459802,Guiscardo Améndola,ocupación,pintor,pintor,Q1028181
Q399305,Agustín Lazo Adalid,ocupación,profesor universitario,profesor universitario,Q1622272
Q466165,Carlos Latuff,ocupación,trabajador autónomo,trabajador autónomo,Q215279
Q443889,Salvador Salazar Arrué,ocupación,diplomático,diplomático,Q193391
Q443889,Salvador Salazar Arrué,ocupación,pintor,pintor,Q1028181
Q466165,Carlos Latuff,ocupación,pintor,pintor,Q1028181
Q466165,Carlos Latuff,ocupación,dibujante,dibujante,Q1114448
Q475981,Luis Camnitzer,ocupación,escritor,escritor,Q36180
Q466535,Lautaro Murúa,ocupación,pintor,pintor,Q1028181
Q466535,Lautaro Murúa,ocupación,director de cine,director de cine,Q2526255
Q64487,Mathias Goeritz,ocupación,escritor,escritor,Q36180
Q64487,Mathias Goeritz,ocupación,arquitecto,arquitecto,Q42973
Q472866,Luis César Amadori,ocupación,guionista,guionista,Q28389
Q438248,Marisol Escobar,ocupación,pintor,pintor,Q1028181
Q438248,Marisol Escobar,ocupación,escultor,escultor,Q1281618
Q456427,Carlos María Herrera,ocupación,pintor,pintor,Q1028181
Q438248,Marisol Escobar,ocupación,diseñador,diseñador,Q5322166
Q438248,Marisol Escobar,país de nacionalidad,Venezuela,Venezuela,Q717
Q380779,Pedro Coronel,país de nacionalidad,México,México,Q96
Q4742,Manuel da Costa Ataíde,país de nacionalidad,Brasil,Brasil,Q155
Q44407,Ronald Golias,país de nacionalidad,Brasil,Brasil,Q155
Q464011,ليونور فينى,país de nacionalidad,Francia,Francia,Q142
Q464011,ليونور فينى,país de nacionalidad,Argentina,Argentina,Q414
Q5588,Frida Kahlo,país de nacionalidad,México,México,Q96
Q386987,Michelle J. Wong,país de nacionalidad,Costa Rica,Costa Rica,Q800
Q491787,Claudio Bravo,país de nacionalidad,Chile,Chile,Q298
Q450459,Leon Schidlowsky,país de nacionalidad,Chile,Chile,Q298
Q312392,Lucio Fontana,país de nacionalidad,Reino de Italia,Reino de Italia,Q172579
Q64277,Arthur Bispo do Rosário,país de nacionalidad,Brasil,Brasil,Q155
Q428057,Conny Méndez,país de nacionalidad,Venezuela,Venezuela,Q717
Q324030,León Ferrari,país de nacionalidad,Argentina,Argentina,Q414
Q358895,Xavier Cortés Rocha,país de nacionalidad,México,México,Q96
Q368350,Luis Arenal Bastar,país de nacionalidad,México,México,Q96
Q358158,Sebastião Salgado,país de nacionalidad,Brasil,Brasil,Q155
Q358158,Sebastião Salgado,país de nacionalidad,Francia,Francia,Q142
Q444058,Arotxa,país de nacionalidad,Uruguay,Uruguay,Q77
Q382945,Affonso Beato,país de nacionalidad,Estados Unidos,Estados Unidos,Q30
Q382945,Affonso Beato,país de nacionalidad,Brasil,Brasil,Q155
Q351898,Francisco Eduardo Tresguerras,país de nacionalidad,México,México,Q96
Q365008,Adolfo Best Maugard,país de nacionalidad,México,México,Q96
Q45132,Rudy Youngblood,país de nacionalidad,Estados Unidos,Estados Unidos,Q30
Q45132,Rudy Youngblood,país de nacionalidad,México,México,Q96
Q504702,Vicar,país de nacionalidad,Chile,Chile,Q298
Q314484,Gustavo Eberlein,país de nacionalidad,Argentina,Argentina,Q414
Q312855,Paulo Mendes da Rocha,país de nacionalidad,Brasil,Brasil,Q155
Q382957,Affonso Reidy,país de nacionalidad,Brasil,Brasil,Q155
Q58399,Octavio Ocampo,país de nacionalidad,México,México,Q96
Q31242,Bruno Lechowski,país de nacionalidad,Brasil,Brasil,Q155
Q332420,Rodrigo Arenas Betancourt,país de nacionalidad,Colombia,Colombia,Q739
Q31242,Bruno Lechowski,país de nacionalidad,Polonia,Polonia,Q36
Q463639,Ana Mendieta,país de nacionalidad,Estados Unidos,Estados Unidos,Q30
Q24705,Rafael Albuquerque,país de nacionalidad,Brasil,Brasil,Q155
Q463639,Ana Mendieta,país de nacionalidad,Cuba,Cuba,Q241
Q48817,Ignacio Merino,país de nacionalidad,Perú,Perú,Q419
Q465342,Wifredo Lam,país de nacionalidad,Francia,Francia,Q142
Q465342,Wifredo Lam,país de nacionalidad,Cuba,Cuba,Q241
Q362660,Antonio Attolini Lack,país de nacionalidad,México,México,Q96
Q365111,Adolfo Mexiac,país de nacionalidad,México,México,Q96
Q467940,Charly García,país de nacionalidad,Argentina,Argentina,Q414
Q330902,Abraham Ángel,país de nacionalidad,México,México,Q96
Q461937,María Izquierdo,país de nacionalidad,México,México,Q96
Q370425,Feliciano Béjar,país de nacionalidad,México,México,Q96
Q12089,Jorge Délano Frederick,país de nacionalidad,Chile,Chile,Q298
Q326813,Jorge Castillo,país de nacionalidad,España,España,Q29
Q64487,Mathias Goeritz,país de nacionalidad,Alemania,Alemania,Q183
Q64487,Mathias Goeritz,país de nacionalidad,México,México,Q96
Q326813,Jorge Castillo,país de nacionalidad,Venezuela,Venezuela,Q717
Q353573,Mike Deodato,país de nacionalidad,Brasil,Brasil,Q155
Q436741,Beatriz Milhazes,país de nacionalidad,Brasil,Brasil,Q155
Q312392,Lucio Fontana,país de nacionalidad,Italia,Italia,Q38
Q312392,Lucio Fontana,país de nacionalidad,Argentina,Argentina,Q414
Q445703,Consuelo de Saint-Exupéry,país de nacionalidad,El Salvador,El Salvador,Q792
Q330981,Kristian Kreković,país de nacionalidad,Perú,Perú,Q419
Q377755,Adrián Caetano,país de nacionalidad,Argentina,Argentina,Q414
Q377755,Adrián Caetano,país de nacionalidad,Uruguay,Uruguay,Q77
Q325503,Raúl Anguiano,país de nacionalidad,México,México,Q96
Q28819,Edward Telleria,país de nacionalidad,República Dominicana,República Dominicana,Q786
Q330720,Abraham Zabludovsky,país de nacionalidad,México,México,Q96
Q330720,Abraham Zabludovsky,país de nacionalidad,Polonia,Polonia,Q36
Q24965,Benjamín Franklin Rawson,país de nacionalidad,Argentina,Argentina,Q414
Q449779,José Luis Rodríguez Pittí,país de nacionalidad,Panamá,Panamá,Q804
Q325148,Hugo Demarco,país de nacionalidad,Francia,Francia,Q142
Q325148,Hugo Demarco,país de nacionalidad,Argentina,Argentina,Q414
Q332041,José Clemente Orozco,país de nacionalidad,México,México,Q96
Q450236,Roberto Matta,país de nacionalidad,Francia,Francia,Q142
Q88777,Adolfo Winternitz,país de nacionalidad,Austria,Austria,Q40
Q307693,Öyvind Fahlström,país de nacionalidad,Brasil,Brasil,Q155
Q88777,Adolfo Winternitz,país de nacionalidad,Perú,Perú,Q419
Q450236,Roberto Matta,país de nacionalidad,Chile,Chile,Q298
Q317456,Abdul Vas,país de nacionalidad,Venezuela,Venezuela,Q717
Q399285,Agustín Hernández Navarro,país de nacionalidad,México,México,Q96
Q429299,Bárbaro Rivas,país de nacionalidad,Venezuela,Venezuela,Q717
Q399294,Agustín Landa Verdugo,país de nacionalidad,México,México,Q96
Q318523,Abelardo Bustamante,país de nacionalidad,Chile,Chile,Q298
Q315647,David Alfaro Siqueiros,país de nacionalidad,México,México,Q96
Q348591,Guillermo Kuitca,país de nacionalidad,Argentina,Argentina,Q414
Q349540,Noe Canjura,país de nacionalidad,El Salvador,El Salvador,Q792
Q352356,Gunther Gerzso,país de nacionalidad,México,México,Q96
Q351430,Luis Nishizawa Flores,país de nacionalidad,México,México,Q96
Q384225,Eduardo Risso,país de nacionalidad,Argentina,Argentina,Q414
Q432826,Saturnino Herrán,país de nacionalidad,México,México,Q96
Q369214,Vladímir Kibálchich Rusakov,país de nacionalidad,México,México,Q96
Q369214,Vladímir Kibálchich Rusakov,país de nacionalidad,Rusia,Rusia,Q159
Q399305,Agustín Lazo Adalid,país de nacionalidad,México,México,Q96
Q351618,Francisco Zúñiga,país de nacionalidad,México,México,Q96
Q351618,Francisco Zúñiga,país de nacionalidad,Costa Rica,Costa Rica,Q800
Q382632,Otto Georgi,país de nacionalidad,Chile,Chile,Q298
Q388589,Humberto Ramos,país de nacionalidad,México,México,Q96
Q443889,Salvador Salazar Arrué,país de nacionalidad,El Salvador,El Salvador,Q792
Q319532,Candido Portinari,país de nacionalidad,Brasil,Brasil,Q155
Q379980,Desiderio Hernández Xochitiotzin,país de nacionalidad,México,México,Q96
Q528501,Liliana Porter,país de nacionalidad,Estados Unidos,Estados Unidos,Q30
Q528501,Liliana Porter,país de nacionalidad,Argentina,Argentina,Q414
Q399056,Agustín Abarca,país de nacionalidad,Chile,Chile,Q298
Q438248,Marisol Escobar,país de nacionalidad,Estados Unidos,Estados Unidos,Q30
Q438248,Marisol Escobar,país de nacionalidad,Francia,Francia,Q142
Q331376,Eduardo Kac,país de nacionalidad,Brasil,Brasil,Q155
Q319532,Candido Portinari,movimiento,arte moderno,arte moderno,Q38166
Q522662,Carmen Herrera,movimiento,minimalismo,minimalismo,Q173436
Q474810,Prilidiano Pueyrredón,movimiento,Romanticismo,Romanticismo,Q37068
Q154842,Max Ernst,movimiento,Dada,Dada,Q6034
Q522662,Carmen Herrera,movimiento,Abstracción geométrica,Abstracción geométrica,Q2316866
Q154842,Max Ernst,movimiento,surrealismo,surrealismo,Q39427
Q1043100,Carlos Mérida,movimiento,cubismo,cubismo,Q42934
Q475650,José Luis Cuevas,movimiento,modernismo,modernismo,Q878985
Q307693,Öyvind Fahlström,movimiento,Fluxus,Fluxus,Q108908
Q960696,Florencio Molina Campos,movimiento,costumbrismo,costumbrismo,Q1136545
Q452079,Lola Mora,movimiento,clasicismo,clasicismo,Q170292
Q522662,Carmen Herrera,movimiento,arte concreto,arte concreto,Q10822316
Q263730,Alejandro Jodorowsky,movimiento,surrealismo,surrealismo,Q39427
Q312392,Lucio Fontana,movimiento,Espacialismo,Espacialismo,Q2297997
Q177313,Julio Le Parc,movimiento,arte cinético,arte cinético,Q466521
Q655986,Cristóbal Rojas,movimiento,Romanticismo,Romanticismo,Q37068
Q520713,Joaquín Torres García,movimiento,Universalismo constructivo,Universalismo constructivo,Q9091515
Q312392,Lucio Fontana,movimiento,Movimento Arte Concreta,Movimento Arte Concreta,Q3326940
Q522662,Carmen Herrera,movimiento,expresionismo abstracto,expresionismo abstracto,Q177725
Q522662,Carmen Herrera,movimiento,Op-art,Op-art,Q182331
Q317456,Abdul Vas,movimiento,arte contemporáneo,arte contemporáneo,Q186030
Q963975,Luis Felipe Noé,movimiento,neofiguración,neofiguración,Q2268037
Q519367,Jesús Rafael Soto,movimiento,arte cinético,arte cinético,Q466521
Q75255,Gerardo Chávez,movimiento,Grupo Norte,Grupo Norte,Q5653011
Q858635,Benito Camelo,movimiento,Madí,Madí,Q692924
Q522662,Carmen Herrera,movimiento,Hard edge,Hard edge,Q369418
Q466165,Carlos Latuff,movimiento,antirracismo,antirracismo,Q582965
Q466165,Carlos Latuff,movimiento,antiimperialismo,antiimperialismo,Q1144178
Q1042835,Carlos Cruz-Diez,movimiento,arte cinético,arte cinético,Q466521
Q465342,Wifredo Lam,movimiento,surrealismo,surrealismo,Q39427
Q177313,Julio Le Parc,movimiento,Op-art,Op-art,Q182331
Q777294,Aurora Reyes Flores,movimiento,Muralismo,Muralismo,Q938864
Q1029490,Camilo Mori Serrano,movimiento,expresionismo,expresionismo,Q80113
Q692098,Lasar Segall,movimiento,impresionismo,impresionismo,Q40415
Q1042835,Carlos Cruz-Diez,movimiento,arte abstracto,arte abstracto,Q128115
Q298814,Fayga Ostrower,movimiento,expresionismo abstracto,expresionismo abstracto,Q177725
Q466165,Carlos Latuff,movimiento,movimiento antiglobalización,movimiento antiglobalización,Q191442
Q1042835,Carlos Cruz-Diez,movimiento,Op-art,Op-art,Q182331
Q466165,Carlos Latuff,movimiento,antifascismo,antifascismo,Q210189
Q680276,Fernando Castro Pacheco,movimiento,realismo,realismo,Q10857409
Q769610,Frans Krajcberg,movimiento,arte abstracto,arte abstracto,Q128115
Q491787,Claudio Bravo,movimiento,hiperrealismo,hiperrealismo,Q749832
Q438248,Marisol Escobar,movimiento,arte pop,arte pop,Q134147
Q465919,Anita Malfatti,movimiento,vanguardismo,vanguardismo,Q102932
Q466165,Carlos Latuff,movimiento,anticapitalismo,anticapitalismo,Q389647
Q290331,Elizabeth Catlett,movimiento,Renacimiento de Harlem,Renacimiento de Harlem,Q829895
Q450236,Roberto Matta,movimiento,surrealismo,surrealismo,Q39427
Q466165,Carlos Latuff,movimiento,Sentimiento antiestadounidense,Sentimiento antiestadounidense,Q574827
Q466165,Carlos Latuff,movimiento,antisionismo,antisionismo,Q584548
Q171128,Diego Rivera,movimiento,realismo social,realismo social,Q837024
Q263730,Alejandro Jodorowsky,movimiento,vanguardismo,vanguardismo,Q102932
Q278631,Gina Pellón,movimiento,expresionismo,expresionismo,Q80113
Q331376,Eduardo Kac,movimiento,Bioarte,Bioarte,Q2561815
Q669728,Wolfgang Paalen,movimiento,surrealismo,surrealismo,Q39427
Q5588,Frida Kahlo,movimiento,realismo mágico,realismo mágico,Q147516
Q233207,Leonora Carrington,movimiento,surrealismo,surrealismo,Q39427
Q171128,Diego Rivera,movimiento,Muralismo,Muralismo,Q938864
Q468942,Pedro Juan Gutiérrez,movimiento,hiperrealismo,hiperrealismo,Q749832
Q331376,Eduardo Kac,movimiento,arte de los nuevos medios,arte de los nuevos medios,Q378604
Q524942,Andrés de Santa Maria,movimiento,impresionismo,impresionismo,Q40415
Q657493,Cildo Meireles,movimiento,arte abstracto,arte abstracto,Q128115
Q466165,Carlos Latuff,movimiento,derechos de los indígenas,derechos de los indígenas,Q920486
Q272877,Fernando Botero,movimiento,arte contemporáneo,arte contemporáneo,Q186030
Q657493,Cildo Meireles,movimiento,arte contemporáneo,arte contemporáneo,Q186030
Q520713,Joaquín Torres García,movimiento,constructivismo,constructivismo,Q207103
Q520713,Joaquín Torres García,movimiento,Novecentismo,Novecentismo,Q1580216
Q466165,Carlos Latuff,movimiento,socialismo,socialismo,Q7272
Q949563,Amílcar de Castro,movimiento,arte concreto,arte concreto,Q10822316
Q466165,Carlos Latuff,movimiento,marxismo,marxismo,Q7264
Q331376,Eduardo Kac,movimiento,arte postal,arte postal,Q843393
Q522662,Carmen Herrera,movimiento,arte moderno,arte moderno,Q38166
Q475981,Luis Camnitzer,movimiento,arte conceptual,arte conceptual,Q203209
Q520713,Joaquín Torres García,movimiento,arte abstracto,arte abstracto,Q128115
Q1043058,Carlos Valenti,movimiento,expresionismo,expresionismo,Q80113
Q604340,Hélio Oiticica,movimiento,arte abstracto,arte abstracto,Q128115
Q604340,Hélio Oiticica,movimiento,tropicalismo,tropicalismo,Q1413061
Q468942,Pedro Juan Gutiérrez,movimiento,realismo sucio,realismo sucio,Q2568215
Q1288359,Félix González-Torres,movimiento,arte conceptual,arte conceptual,Q203209
Q1288359,Félix González-Torres,movimiento,minimalismo,minimalismo,Q173436
Q463639,Ana Mendieta,movimiento,arte feminista,arte feminista,Q1246516
Q436741,Beatriz Milhazes,movimiento,modernismo,modernismo,Q878985
Q544072,Siron Franco,movimiento,modernismo,modernismo,Q878985
Q4742,Manuel da Costa Ataíde,movimiento,barroco,barroco,Q37853
Q153845,Rodolfo Amoedo,movimiento,orientalismo,orientalismo,Q42865
Q690790,Rufino Tamayo,movimiento,modernismo,modernismo,Q878985
Q604340,Hélio Oiticica,movimiento,movimiento antropofágico,movimiento antropofágico,Q2907232
Q946076,Tomie Ohtake,movimiento,arte abstracto,arte abstracto,Q128115
Q604340,Hélio Oiticica,movimiento,Movimento Arte Concreta,Movimento Arte Concreta,Q3326940
Q464011,ليونور فينى,movimiento,surrealismo,surrealismo,Q39427
Q593656,Anna Maria Maiolino,movimiento,arte feminista,arte feminista,Q1246516
Q834067,Bolívar Gaudín,movimiento,Madí,Madí,Q692924
Q5588,Frida Kahlo,movimiento,surrealismo,surrealismo,Q39427
Q569859,José Ferraz de Almeida Júnior,movimiento,realismo,realismo,Q10857409
Q539657,Alicia Penalba,movimiento,arte abstracto,arte abstracto,Q128115
Q528804,Severo Sarduy,ocupación,dramaturgo,dramaturgo,Q214917
Q528804,Severo Sarduy,ocupación,pintor,pintor,Q1028181
