sujeto_qid,entidad,relacion,valor,valor_es,valor_qid
Q6950428,música criolla,país de origen,Perú,Perú,Q419
Q7171184,cumbia peruana,subclase de,cumbia,cumbia,Q723418
Q135285638,Chiriwanos,instancia de,género musical,género musical,Q188451
Q131006206,Joropo andino,subclase de,música tradicional,música tradicional,Q235858
Q1202208,Joropo,subclase de,danza nacional,danza nacional,Q51799726
Q131005997,Joropo guayanés,país de origen,Venezuela,Venezuela,Q717
Q5870900,Fulía,país de origen,Venezuela,Venezuela,Q717
Q4694554,Aguinaldo,instancia de,género musical,género musical,Q188451
Q131006206,Joropo andino,instancia de,género musical,género musical,Q188451
Q7919872,Rock de Venezuela,subclase de,música de Venezuela,música de Venezuela,Q2486179
Q5071702,Raptor house,país de origen,Venezuela,Venezuela,Q717
Q5330234,Joropo oriental,subclase de,Joropo,Joropo,Q1202208
Q7919872,Rock de Venezuela,instancia de,género musical,género musical,Q188451
Q5730722,Blues en Venezuela,subclase de,blues,blues,Q9759
Q5071702,Raptor house,subclase de,música house,música house,Q20502
Q17079948,Merengue Venezolano,país de origen,Venezuela,Venezuela,Q717
Q4694554,Aguinaldo,instancia de,tradición navideña,tradición navideña,Q717040
Q133294487,Venezuelan hip-hop,país de origen,Venezuela,Venezuela,Q717
Q5330234,Joropo oriental,subclase de,música tradicional,música tradicional,Q235858
Q5071702,Raptor house,instancia de,cultura,cultura,Q32090
Q131302628,Joropo coloniero,país de origen,Venezuela,Venezuela,Q717
Q5330234,Joropo oriental,instancia de,género musical,género musical,Q188451
Q6050834,Onda Nueva,subclase de,música de Venezuela,música de Venezuela,Q2486179
Q16947034,Bambuco venezolano,instancia de,tipo de baile,tipo de baile,Q107357104
Q133294487,Venezuelan hip-hop,instancia de,escena de música,escena de música,Q28820001
Q527675,Bambuco,instancia de,tipo de baile,tipo de baile,Q107357104
Q6050834,Onda Nueva,instancia de,género musical,género musical,Q188451
Q4694554,Aguinaldo,país de origen,Venezuela,Venezuela,Q717
Q1202208,Joropo,instancia de,tipo de baile,tipo de baile,Q107357104
Q527675,Bambuco,subclase de,música colombiana,música colombiana,Q920883
Q131006206,Joropo andino,país de origen,Venezuela,Venezuela,Q717
Q6050834,Onda Nueva,subclase de,música de América Latina,música de América Latina,Q727781
Q6741049,malagueña,subclase de,música folclórica latinoamericana,música folclórica latinoamericana,Q98528197
Q527675,Bambuco,subclase de,música folclórica latinoamericana,música folclórica latinoamericana,Q98528197
Q5730722,Blues en Venezuela,subclase de,música de Venezuela,música de Venezuela,Q2486179
Q16582392,Joropo tuyero,subclase de,Joropo,Joropo,Q1202208
Q535328,gaita zuliana,subclase de,música folclórica latinoamericana,música folclórica latinoamericana,Q98528197
Q7919872,Rock de Venezuela,subclase de,rock,rock,Q11399
Q7919872,Rock de Venezuela,país de origen,Venezuela,Venezuela,Q717
Q16947034,Bambuco venezolano,subclase de,música de Venezuela,música de Venezuela,Q2486179
Q5730722,Blues en Venezuela,instancia de,género musical,género musical,Q188451
Q6741049,malagueña,subclase de,música de Venezuela,música de Venezuela,Q2486179
Q1202208,Joropo,subclase de,música folclórica latinoamericana,música folclórica latinoamericana,Q98528197
Q527675,Bambuco,subclase de,música de Venezuela,música de Venezuela,Q2486179
Q1202208,Joropo,subclase de,danza folclórica,danza folclórica,Q201022
Q535328,gaita zuliana,subclase de,música de Venezuela,música de Venezuela,Q2486179
Q16947034,Bambuco venezolano,instancia de,género musical,género musical,Q188451
Q16582392,Joropo tuyero,subclase de,música tradicional,música tradicional,Q235858
Q6741049,malagueña,instancia de,género musical,género musical,Q188451
Q16947034,Bambuco venezolano,subclase de,Bambuco,Bambuco,Q527675
Q131005997,Joropo guayanés,subclase de,Joropo,Joropo,Q1202208
Q527675,Bambuco,instancia de,género musical,género musical,Q188451
Q7919872,Rock de Venezuela,instancia de,escena de música,escena de música,Q28820001
Q5071702,Raptor house,instancia de,tipo de baile,tipo de baile,Q107357104
Q535328,gaita zuliana,instancia de,género musical,género musical,Q188451
Q527675,Bambuco,subclase de,danza amerindia,danza amerindia,Q17176998
Q1202208,Joropo,subclase de,música de Venezuela,música de Venezuela,Q2486179
Q16582392,Joropo tuyero,instancia de,género musical,género musical,Q188451
Q1202208,Joropo,subclase de,música tropical,música tropical,Q3328778
Q5330234,Joropo oriental,país de origen,Venezuela,Venezuela,Q717
Q17079948,Merengue Venezolano,subclase de,merengue,merengue,Q282131
Q1202208,Joropo,instancia de,género musical,género musical,Q188451
Q131005997,Joropo guayanés,subclase de,música tradicional,música tradicional,Q235858
Q5870900,Fulía,subclase de,música tradicional,música tradicional,Q235858
Q5071702,Raptor house,subclase de,música electrónica latina,música electrónica latina,Q98528166
Q5071702,Raptor house,subclase de,baile latino,baile latino,Q1457972
Q6050834,Onda Nueva,país de origen,Venezuela,Venezuela,Q717
Q5870900,Fulía,subclase de,música de Venezuela,música de Venezuela,Q2486179
Q131005997,Joropo guayanés,instancia de,género musical,género musical,Q188451
Q5870900,Fulía,instancia de,género musical,género musical,Q188451
Q5071702,Raptor house,instancia de,género musical,género musical,Q188451
Q131302628,Joropo coloniero,subclase de,Joropo,Joropo,Q1202208
Q5730722,Blues en Venezuela,país de origen,Venezuela,Venezuela,Q717
Q133294487,Venezuelan hip-hop,subclase de,música de Venezuela,música de Venezuela,Q2486179
Q16947034,Bambuco venezolano,país de origen,Venezuela,Venezuela,Q717
Q6741049,malagueña,país de origen,Venezuela,Venezuela,Q717
Q527675,Bambuco,país de origen,Colombia,Colombia,Q739
Q527675,Bambuco,país de origen,Venezuela,Venezuela,Q717
Q17079948,Merengue Venezolano,instancia de,género musical,género musical,Q188451
Q133294487,Venezuelan hip-hop,instancia de,género musical,género musical,Q188451
Q535328,gaita zuliana,país de origen,Venezuela,Venezuela,Q717
Q5730722,Blues en Venezuela,instancia de,escena de música,escena de música,Q28820001
Q133294487,Venezuelan hip-hop,subclase de,hip hop latino,hip hop latino,Q3827483
Q131006206,Joropo andino,subclase de,Joropo,Joropo,Q1202208
Q16582392,Joropo tuyero,país de origen,Venezuela,Venezuela,Q717
Q4694554,Aguinaldo,subclase de,música folclórica latinoamericana,música folclórica latinoamericana,Q98528197
Q4694554,Aguinaldo,subclase de,música navideña,música navideña,Q1443316
Q1202208,Joropo,país de origen,Colombia,Colombia,Q739
Q1202208,Joropo,país de origen,Venezuela,Venezuela,Q717
Q131302628,Joropo coloniero,instancia de,género musical,género musical,Q188451
Q5957561,Cachaca,instancia de,género musical,género musical,Q188451
Q6110316,Rock de Paraguay,subclase de,rock,rock,Q11399
Q6110316,Rock de Paraguay,país de origen,Paraguay,Paraguay,Q733
Q6110316,Rock de Paraguay,instancia de,escena de música,escena de música,Q28820001
Q5957561,Cachaca,país de origen,Paraguay,Paraguay,Q733
Q6110316,Rock de Paraguay,instancia de,género musical,género musical,Q188451
Q6110316,Rock de Paraguay,subclase de,música de Paraguay,música de Paraguay,Q4381192
Q5957561,Cachaca,subclase de,cumbia,cumbia,Q723418
Q7142141,pasillo,país de origen,Colombia,Colombia,Q739
Q7142141,pasillo,país de origen,Ecuador,Ecuador,Q736
Q5334415,Rock de Ecuador,instancia de,género musical,género musical,Q188451
Q5334415,Rock de Ecuador,subclase de,Música del Ecuador,Música del Ecuador,Q6942068
Q7142141,pasillo,instancia de,tipo de baile,tipo de baile,Q107357104
Q5334415,Rock de Ecuador,subclase de,rock,rock,Q11399
Q5334415,Rock de Ecuador,país de origen,Ecuador,Ecuador,Q736
Q7142141,pasillo,instancia de,género musical,género musical,Q188451
Q5334415,Rock de Ecuador,instancia de,escena de música,escena de música,Q28820001
Q7142141,pasillo,subclase de,música de América Latina,música de América Latina,Q727781
Q5147976,Rock colombiano,subclase de,música colombiana,música colombiana,Q920883
Q116782420,Corridos prohibidos,subclase de,música regional mexicana,música regional mexicana,Q7309098
Q4996773,Bullerengue,subclase de,cumbia,cumbia,Q723418
Q25413973,fandango,instancia de,tipo de baile,tipo de baile,Q107357104
Q16587550,La Jota Chocoana,instancia de,tipo de baile,tipo de baile,Q107357104
Q3069904,porro,subclase de,Música del Caribe,Música del Caribe,Q3394906
Q3069904,porro,instancia de,género musical,género musical,Q188451
Q1202208,Joropo,subclase de,danza nacional,danza nacional,Q51799726
Q21997160,Música muisca,instancia de,género musical,género musical,Q188451
Q4996773,Bullerengue,instancia de,tipo de baile,tipo de baile,Q107357104
Q5753407,Carranga,subclase de,rumba,rumba,Q21684437
Q1061165,Champeta,instancia de,tipo de baile,tipo de baile,Q107357104
Q20018165,Son de negro,subclase de,son,son,Q116884389
Q6153324,trova paisa,subclase de,trova,trova,Q2420447
Q7142141,pasillo,país de origen,Colombia,Colombia,Q739
Q7142141,pasillo,país de origen,Ecuador,Ecuador,Q736
Q723418,cumbia,instancia de,tipo de baile,tipo de baile,Q107357104
Q16587550,La Jota Chocoana,subclase de,danza folclórica,danza folclórica,Q201022
Q6153324,trova paisa,instancia de,género musical,género musical,Q188451
Q5147976,Rock colombiano,instancia de,género musical,género musical,Q188451
Q5753407,Carranga,instancia de,género musical,género musical,Q188451
Q28517114,música andina colombiana,país de origen,Colombia,Colombia,Q739
Q116782420,Corridos prohibidos,país de origen,Colombia,Colombia,Q739
Q116782420,Corridos prohibidos,país de origen,México,México,Q96
Q25413973,fandango,instancia de,género musical,género musical,Q188451
Q16587550,La Jota Chocoana,instancia de,género musical,género musical,Q188451
Q4996773,Bullerengue,subclase de,Música del Caribe,Música del Caribe,Q3394906
Q4996773,Bullerengue,instancia de,género musical,género musical,Q188451
Q1061165,Champeta,subclase de,Música del Caribe,Música del Caribe,Q3394906
Q1574985,vallenato,país de origen,Colombia,Colombia,Q739
Q1061165,Champeta,instancia de,género musical,género musical,Q188451
Q723418,cumbia,subclase de,música tropical,música tropical,Q3328778
Q723418,cumbia,instancia de,género musical,género musical,Q188451
Q535402,Tropipop,instancia de,género musical,género musical,Q188451
Q116782420,Corridos prohibidos,subclase de,musica sierreña méxicana,musica sierreña méxicana,Q101440473
Q723418,cumbia,subclase de,danza amerindia,danza amerindia,Q17176998
Q527675,Bambuco,instancia de,tipo de baile,tipo de baile,Q107357104
Q3069904,porro,país de origen,Colombia,Colombia,Q739
Q21997160,Música muisca,país de origen,Colombia,Colombia,Q739
Q535402,Tropipop,subclase de,pop latino,pop latino,Q547137
Q1202208,Joropo,instancia de,tipo de baile,tipo de baile,Q107357104
Q527675,Bambuco,subclase de,música colombiana,música colombiana,Q920883
Q527675,Bambuco,subclase de,música folclórica latinoamericana,música folclórica latinoamericana,Q98528197
Q5147976,Rock colombiano,subclase de,rock,rock,Q11399
Q6153324,trova paisa,país de origen,Colombia,Colombia,Q739
Q5147976,Rock colombiano,país de origen,Colombia,Colombia,Q739
Q5753407,Carranga,país de origen,Colombia,Colombia,Q739
Q1574985,vallenato,subclase de,música hispanoamericana,música hispanoamericana,Q107718539
Q20018165,Son de negro,instancia de,género musical,género musical,Q188451
Q1202208,Joropo,subclase de,música folclórica latinoamericana,música folclórica latinoamericana,Q98528197
Q527675,Bambuco,subclase de,música de Venezuela,música de Venezuela,Q2486179
Q1202208,Joropo,subclase de,danza folclórica,danza folclórica,Q201022
Q7142141,pasillo,instancia de,tipo de baile,tipo de baile,Q107357104
Q25413973,fandango,país de origen,Colombia,Colombia,Q739
Q5147976,Rock colombiano,instancia de,escena de música,escena de música,Q28820001
Q16587550,La Jota Chocoana,país de origen,Colombia,Colombia,Q739
Q3069904,porro,subclase de,música hispanoamericana,música hispanoamericana,Q107718539
Q21997160,Música muisca,subclase de,indigenous music of South America,indigenous music of South America,Q107138217
Q527675,Bambuco,instancia de,género musical,género musical,Q188451
Q4996773,Bullerengue,país de origen,Colombia,Colombia,Q739
Q527675,Bambuco,subclase de,danza amerindia,danza amerindia,Q17176998
Q1202208,Joropo,subclase de,música de Venezuela,música de Venezuela,Q2486179
Q1061165,Champeta,país de origen,Colombia,Colombia,Q739
Q5794983,Currulao,instancia de,género musical,género musical,Q188451
Q1202208,Joropo,subclase de,música tropical,música tropical,Q3328778
Q1202208,Joropo,instancia de,género musical,género musical,Q188451
Q723418,cumbia,país de origen,Colombia,Colombia,Q739
Q723418,cumbia,país de origen,Panamá,Panamá,Q804
Q535402,Tropipop,país de origen,Colombia,Colombia,Q739
Q5794983,Currulao,subclase de,música de América Latina,música de América Latina,Q727781
Q1574985,vallenato,instancia de,tipo de baile,tipo de baile,Q107357104
Q7142141,pasillo,instancia de,género musical,género musical,Q188451
Q1574985,vallenato,subclase de,música colombiana,música colombiana,Q920883
Q1061165,Champeta,subclase de,música hispanoamericana,música hispanoamericana,Q107718539
Q20018165,Son de negro,país de origen,Colombia,Colombia,Q739
Q21997160,Música muisca,instancia de,música por grupo étnico,música por grupo étnico,Q106537557
Q7142141,pasillo,subclase de,música de América Latina,música de América Latina,Q727781
Q28517114,música andina colombiana,instancia de,género musical,género musical,Q188451
Q28517114,música andina colombiana,subclase de,música andina,música andina,Q492096
Q116782420,Corridos prohibidos,instancia de,género musical,género musical,Q188451
Q21997160,Música muisca,subclase de,música colombiana,música colombiana,Q920883
Q527675,Bambuco,país de origen,Colombia,Colombia,Q739
Q527675,Bambuco,país de origen,Venezuela,Venezuela,Q717
Q1574985,vallenato,subclase de,música tropical,música tropical,Q3328778
Q1574985,vallenato,subclase de,Música del Caribe,Música del Caribe,Q3394906
Q1574985,vallenato,instancia de,género musical,género musical,Q188451
Q5794983,Currulao,país de origen,Colombia,Colombia,Q739
Q16587550,La Jota Chocoana,subclase de,jota,jota,Q252626
Q25413973,fandango,subclase de,fandango,fandango,Q1130969
Q1202208,Joropo,país de origen,Colombia,Colombia,Q739
Q1202208,Joropo,país de origen,Venezuela,Venezuela,Q717
Q130369429,brincao,subclase de,música folclórica,música folclórica,Q43343
Q2879857,bailecito,país de origen,Argentina,Argentina,Q414
Q2879857,bailecito,país de origen,Bolivia,Bolivia,Q750
Q124545070,Mecapaqueña,país de origen,Bolivia,Bolivia,Q750
Q63197384,Saya,subclase de,Saya (baile),Saya (baile),Q389671
Q63197384,Saya,subclase de,Música boliviana,Música boliviana,Q3328603
Q109406646,tonada potosina,país de origen,Bolivia,Bolivia,Q750
Q63197384,Saya,instancia de,género musical,género musical,Q188451
Q597493,chacarera,subclase de,música folclórica latinoamericana,música folclórica latinoamericana,Q98528197
Q124526447,Kaluyo vallegrandino,instancia de,género musical,género musical,Q188451
Q3106448,zamba,instancia de,forma musical,forma musical,Q862597
Q124526447,Kaluyo vallegrandino,subclase de,música andina,música andina,Q492096
Q766240,cueca,instancia de,tipo de baile,tipo de baile,Q107357104
Q10970468,Taquirari,subclase de,música folclórica latinoamericana,música folclórica latinoamericana,Q98528197
Q3106448,zamba,país de origen,Argentina,Argentina,Q414
Q3106448,zamba,país de origen,Chile,Chile,Q298
Q3106448,zamba,país de origen,Bolivia,Bolivia,Q750
Q3106448,zamba,país de origen,Perú,Perú,Q419
Q63197384,Saya,subclase de,danza Boliviana,danza Boliviana,Q891374
Q597493,chacarera,instancia de,género musical,género musical,Q188451
Q597493,chacarera,subclase de,Danzas nativas argentinas,Danzas nativas argentinas,Q16555308
Q597493,chacarera,subclase de,danza amerindia,danza amerindia,Q17176998
Q766240,cueca,subclase de,música folclórica latinoamericana,música folclórica latinoamericana,Q98528197
Q389671,Saya (baile),país de origen,Bolivia,Bolivia,Q750
Q389671,Saya (baile),país de origen,Perú,Perú,Q419
Q109406646,tonada potosina,subclase de,indigenous American folk music,indigenous American folk music,Q106926276
Q597493,chacarera,subclase de,música de Argentina,música de Argentina,Q645992
Q10970468,Taquirari,subclase de,Música boliviana,Música boliviana,Q3328603
Q10970468,Taquirari,instancia de,género musical,género musical,Q188451
Q2879857,bailecito,subclase de,South American dance,South American dance,Q110218562
Q130369429,brincao,instancia de,tipo de baile,tipo de baile,Q107357104
Q10970468,Taquirari,país de origen,Mojeños,Mojeños,Q3049373
Q766240,cueca,instancia de,género musical,género musical,Q188451
Q766240,cueca,subclase de,danza amerindia,danza amerindia,Q17176998
Q63197384,Saya,país de origen,Bolivia,Bolivia,Q750
Q124526447,Kaluyo vallegrandino,país de origen,Bolivia,Bolivia,Q750
Q1154911,Carnavalito,instancia de,tipo de baile,tipo de baile,Q107357104
Q597493,chacarera,instancia de,forma musical,forma musical,Q862597
Q2879857,bailecito,instancia de,tipo de baile,tipo de baile,Q107357104
Q124545070,Mecapaqueña,instancia de,tipo de baile,tipo de baile,Q107357104
Q130369429,brincao,subclase de,música de baile,música de baile,Q316930
Q130369429,brincao,subclase de,música popular,música popular,Q373342
Q597493,chacarera,país de origen,Argentina,Argentina,Q414
Q597493,chacarera,país de origen,Bolivia,Bolivia,Q750
Q130369429,brincao,instancia de,género musical,género musical,Q188451
Q10970468,Taquirari,país de origen,Bolivia,Bolivia,Q750
Q1154911,Carnavalito,subclase de,huayno,huayno,Q2307786
Q130369429,brincao,subclase de,música de América Latina,música de América Latina,Q727781
Q3106448,zamba,instancia de,tipo de baile,tipo de baile,Q107357104
Q1154911,Carnavalito,instancia de,género musical,género musical,Q188451
Q1154911,Carnavalito,subclase de,Danzas nativas argentinas,Danzas nativas argentinas,Q16555308
Q1154911,Carnavalito,subclase de,danza amerindia,danza amerindia,Q17176998
Q766240,cueca,país de origen,Argentina,Argentina,Q414
Q766240,cueca,país de origen,Chile,Chile,Q298
Q766240,cueca,país de origen,Bolivia,Bolivia,Q750
Q766240,cueca,país de origen,Perú,Perú,Q419
Q389671,Saya (baile),instancia de,tipo de baile,tipo de baile,Q107357104
Q2879857,bailecito,subclase de,Música boliviana,Música boliviana,Q3328603
Q2879857,bailecito,instancia de,género musical,género musical,Q188451
Q124545070,Mecapaqueña,instancia de,género musical,género musical,Q188451
Q3106448,zamba,subclase de,música folclórica latinoamericana,música folclórica latinoamericana,Q98528197
Q109406646,tonada potosina,instancia de,género musical,género musical,Q188451
Q124545070,Mecapaqueña,subclase de,música andina,música andina,Q492096
Q109406646,tonada potosina,subclase de,música andina,música andina,Q492096
Q2879857,bailecito,subclase de,música de Argentina,música de Argentina,Q645992
Q389671,Saya (baile),subclase de,música folclórica latinoamericana,música folclórica latinoamericana,Q98528197
Q389671,Saya (baile),subclase de,baile latino,baile latino,Q1457972
Q63197384,Saya,instancia de,tipo de baile,tipo de baile,Q107357104
Q3106448,zamba,instancia de,género musical,género musical,Q188451
Q3106448,zamba,subclase de,Danzas nativas argentinas,Danzas nativas argentinas,Q16555308
Q3106448,zamba,subclase de,danza amerindia,danza amerindia,Q17176998
Q130369429,brincao,país de origen,Bolivia,Bolivia,Q750
Q389671,Saya (baile),instancia de,género musical,género musical,Q188451
Q597493,chacarera,instancia de,tipo de baile,tipo de baile,Q107357104
Q389671,Saya (baile),subclase de,Música de América del Sur,Música de América del Sur,Q5645984
Q389671,Saya (baile),subclase de,música de América Latina,música de América Latina,Q727781
Q1154911,Carnavalito,país de origen,Argentina,Argentina,Q414
Q1154911,Carnavalito,país de origen,Chile,Chile,Q298
Q1154911,Carnavalito,país de origen,Bolivia,Bolivia,Q750
Q1154911,Carnavalito,país de origen,Perú,Perú,Q419
Q766240,cueca,subclase de,South American folk dance,South American folk dance,Q116173499
Q7901509,Rock de Uruguay,instancia de,escena de música,escena de música,Q28820001
Q7901509,Rock de Uruguay,subclase de,música de Uruguay,música de Uruguay,Q23965
Q24935256,Candombe beat,subclase de,Candombe,Candombe,Q1033073
Q24935256,Candombe beat,instancia de,tipo de baile,tipo de baile,Q107357104
Q5747907,Canto popular uruguayo,país de origen,Uruguay,Uruguay,Q77
Q25116,tango argentino,país de origen,Argentina,Argentina,Q414
Q25116,tango argentino,país de origen,Uruguay,Uruguay,Q77
Q6032965,Murga en Uruguay,subclase de,música hispanoamericana,música hispanoamericana,Q107718539
Q24935256,Candombe beat,instancia de,género musical,género musical,Q188451
Q24935256,Candombe beat,subclase de,música beat,música beat,Q546264
Q5747907,Canto popular uruguayo,subclase de,Nueva canción latinoamericana,Nueva canción latinoamericana,Q109626458
Q24935256,Candombe beat,subclase de,música de América Latina,música de América Latina,Q727781
Q6032965,Murga en Uruguay,instancia de,tipo de conjunto/grupo musical,tipo de conjunto/grupo musical,Q105756498
Q25116,tango argentino,subclase de,Argentinian dance,Argentinian dance,Q110207339
Q942955,milonga,subclase de,Rioplatense music,Rioplatense music,Q123856101
Q942955,milonga,instancia de,tipo de baile,tipo de baile,Q107357104
Q6032965,Murga en Uruguay,subclase de,murga,murga,Q1452181
Q25116,tango argentino,subclase de,tango,tango,Q338450
Q942955,milonga,subclase de,música folclórica latinoamericana,música folclórica latinoamericana,Q98528197
Q5747907,Canto popular uruguayo,instancia de,tipo de canción,tipo de canción,Q107356781
Q25116,tango argentino,instancia de,tipo de baile,tipo de baile,Q107357104
Q24935256,Candombe beat,subclase de,rock,rock,Q11399
Q7901509,Rock de Uruguay,instancia de,género musical,género musical,Q188451
Q6032965,Murga en Uruguay,instancia de,género musical,género musical,Q188451
Q24935256,Candombe beat,país de origen,Uruguay,Uruguay,Q77
Q25116,tango argentino,subclase de,tango,tango,Q14390274
Q942955,milonga,instancia de,género musical,género musical,Q188451
Q6032965,Murga en Uruguay,instancia de,género teatral,género teatral,Q7777573
Q5747907,Canto popular uruguayo,instancia de,género musical,género musical,Q188451
Q25116,tango argentino,instancia de,género musical,género musical,Q188451
Q7901509,Rock de Uruguay,subclase de,rock,rock,Q11399
Q942955,milonga,instancia de,forma musical,forma musical,Q862597
Q7901509,Rock de Uruguay,país de origen,Uruguay,Uruguay,Q77
Q6032965,Murga en Uruguay,país de origen,Uruguay,Uruguay,Q77
Q942955,milonga,país de origen,Argentina,Argentina,Q414
Q942955,milonga,país de origen,Uruguay,Uruguay,Q77
Q942955,milonga,país de origen,Brasil,Brasil,Q155
Q5614327,Rock guatemalteco,subclase de,Música de Guatemala,Música de Guatemala,Q1298412
Q5614327,Rock guatemalteco,instancia de,género musical,género musical,Q188451
Q5614327,Rock guatemalteco,subclase de,rock,rock,Q11399
Q5614327,Rock guatemalteco,país de origen,Guatemala,Guatemala,Q774
Q5614327,Rock guatemalteco,instancia de,escena de música,escena de música,Q28820001
Q16491869,dembow dominicano,subclase de,música hispanoamericana,música hispanoamericana,Q107718539
Q16491869,dembow dominicano,subclase de,reguetón,reguetón,Q202930
Q40461,bachata,subclase de,música de baile,música de baile,Q316930
Q40461,bachata,subclase de,música tropical,música tropical,Q3328778
Q40461,bachata,instancia de,género musical,género musical,Q188451
Q282131,merengue,instancia de,tipo de baile,tipo de baile,Q107357104
Q40461,bachata,subclase de,música de la República Dominicana,música de la República Dominicana,Q6942370
Q16491869,dembow dominicano,subclase de,Música del Caribe,Música del Caribe,Q3394906
Q16491869,dembow dominicano,instancia de,género musical,género musical,Q188451
Q282131,merengue,subclase de,música popular,música popular,Q373342
Q282131,merengue,subclase de,música tropical,música tropical,Q3328778
Q282131,merengue,instancia de,género musical,género musical,Q188451
Q40461,bachata,país de origen,República Dominicana,República Dominicana,Q786
Q282131,merengue,subclase de,música de la República Dominicana,música de la República Dominicana,Q6942370
Q16491869,dembow dominicano,país de origen,República Dominicana,República Dominicana,Q786
Q282131,merengue,subclase de,danza,danza,Q11639
Q282131,merengue,país de origen,República Dominicana,República Dominicana,Q786
Q6169362,Xuc,país de origen,El Salvador,El Salvador,Q792
Q5794686,Cumbia salvadoreña,subclase de,cumbia,cumbia,Q723418
Q5794686,Cumbia salvadoreña,instancia de,género musical,género musical,Q188451
Q5794686,Cumbia salvadoreña,subclase de,Música de El Salvador,Música de El Salvador,Q6942071
Q6169362,Xuc,instancia de,tipo de baile,tipo de baile,Q107357104
Q5794686,Cumbia salvadoreña,país de origen,El Salvador,El Salvador,Q792
Q6169362,Xuc,instancia de,género musical,género musical,Q188451
Q6169362,Xuc,subclase de,Música de El Salvador,Música de El Salvador,Q6942071
Q500879,reggae en español,instancia de,género musical,género musical,Q188451
Q723418,cumbia,instancia de,tipo de baile,tipo de baile,Q107357104
Q6138499,Tamborito,instancia de,tipo de baile,tipo de baile,Q107357104
Q723418,cumbia,subclase de,música tropical,música tropical,Q3328778
Q723418,cumbia,instancia de,género musical,género musical,Q188451
Q723418,cumbia,subclase de,danza amerindia,danza amerindia,Q17176998
Q6138499,Tamborito,subclase de,música folclórica latinoamericana,música folclórica latinoamericana,Q98528197
Q500879,reggae en español,país de origen,Panamá,Panamá,Q804
Q6138499,Tamborito,instancia de,género musical,género musical,Q188451
Q500879,reggae en español,subclase de,Hispanic music,Hispanic music,Q107718509
Q6138499,Tamborito,subclase de,Música de Panamá,Música de Panamá,Q6942240
Q723418,cumbia,país de origen,Colombia,Colombia,Q739
Q723418,cumbia,país de origen,Panamá,Panamá,Q804
Q500879,reggae en español,subclase de,reggae,reggae,Q9794
Q6138499,Tamborito,país de origen,Panamá,Panamá,Q804
Q500879,reggae en español,instancia de,music by language,music by language,Q107565306
Q6132088,son nica,país de origen,Nicaragua,Nicaragua,Q811
Q6132088,son nica,subclase de,son,son,Q116884389
Q6132088,son nica,instancia de,género musical,género musical,Q188451
Q6132088,son nica,subclase de,música de Nicaragua,música de Nicaragua,Q6942217
Q3089524,huapango,subclase de,música regional mexicana,música regional mexicana,Q7309098
Q5794671,Cumbia andina mexicana,subclase de,cumbia,cumbia,Q723418
Q4797,conjunto norteño,país de origen,Estados Unidos,Estados Unidos,Q30
Q2307786,huayno,país de origen,México,México,Q96
Q3437861,Rock de México,subclase de,Música de México,Música de México,Q3397325
Q3437861,Rock de México,instancia de,género musical,género musical,Q188451
Q907799,Pasito duranguense,país de origen,México,México,Q96
Q464129,mariachi,subclase de,música regional mexicana,música regional mexicana,Q7309098
Q3089524,huapango,forma parte de,son huasteco,son huasteco,Q7560584
Q4797,conjunto norteño,país de origen,México,México,Q96
Q221934,Narcocorrido,subclase de,música norteña,música norteña,Q1780056
Q1780056,música norteña,país de origen,México,México,Q96
Q1797650,Son jarocho,instancia de,género musical,género musical,Q188451
Q616425,Pirekua,subclase de,Mesoamerican music,Mesoamerican music,Q114357486
Q5731764,Bomba yucateca,subclase de,music of Yucatán,music of Yucatán,Q108950417
Q2812726,Banda sinaloense,subclase de,brass band music,brass band music,Q64140592
Q221934,Narcocorrido,subclase de,Banda sinaloense,Banda sinaloense,Q2812726
Q221934,Narcocorrido,instancia de,género musical,género musical,Q188451
Q727634,ranchera,instancia de,género musical,género musical,Q188451
Q5643998,trova yucatecona,instancia de,género musical,género musical,Q188451
Q1797650,Son jarocho,subclase de,Mexican son,Mexican son,Q6825988
Q5643998,trova yucatecona,subclase de,Música folclórica de México,Música folclórica de México,Q16942070
Q869210,corrido,subclase de,ballad,ballad,Q116690343
Q5612172,Grupero,instancia de,género musical,género musical,Q188451
Q2843815,Picota,país de origen,México,México,Q96
Q3089524,huapango,país de origen,México,México,Q96
Q3413969,Quebradita,instancia de,tipo de baile,tipo de baile,Q107357104
Q5794671,Cumbia andina mexicana,instancia de,género musical,género musical,Q188451
Q5794671,Cumbia andina mexicana,subclase de,música andina,música andina,Q492096
Q464129,mariachi,país de origen,México,México,Q96
Q5731764,Bomba yucateca,subclase de,bomba,bomba,Q2278063
Q727634,ranchera,subclase de,música regional mexicana,música regional mexicana,Q7309098
Q5690818,Rock urbano (México),subclase de,Música de México,Música de México,Q3397325
Q5690818,Rock urbano (México),instancia de,género musical,género musical,Q188451
Q5612172,Grupero,subclase de,música regional mexicana,música regional mexicana,Q7309098
Q3437861,Rock de México,subclase de,rock,rock,Q11399
Q5690818,Rock urbano (México),subclase de,Rock urbano (España),Rock urbano (España),Q5657579
Q3437861,Rock de México,país de origen,México,México,Q96
Q869210,corrido,subclase de,canción popular,canción popular,Q943929
Q1797650,Son jarocho,país de origen,México,México,Q96
Q2307786,huayno,instancia de,tipo de baile,tipo de baile,Q107357104
